,Accident_Severity,light_Darkness - lights lit,light_Darkness - no lighting,light_Daylight,road_Dual carriageway,road_On/off ramp,road_One way street,road_Roundabout,road_Single carriageway,speed_Over 40 km/s,speed_Under 40 km/s,area_Rural,area_Urban,age_Adolescent,age_Adult,age_Senior,vehicle_Bike,vehicle_Car,vehicle_Goods,vehicle_Motorcycle
1066459,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1066629,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1066630,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1066772,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1067103,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1067104,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1067145,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1067146,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1067493,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1067548,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1067680,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1067731,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1067738,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1067796,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1067797,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1067950,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1067970,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1067971,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1067987,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1068369,Fatal,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
1068381,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1068382,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1068383,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1068597,Fatal,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1068678,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1068789,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1068790,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1068851,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1068992,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1069078,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1069079,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1069126,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1069127,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1069208,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1069209,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1069237,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1069299,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1069338,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1069358,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1069394,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
1069395,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1069399,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1069497,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1069677,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1069689,Fatal,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1069717,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1069718,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1069779,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1069992,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1069993,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1069995,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1070149,Fatal,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
1070209,Fatal,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1070335,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1070336,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1070337,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1070356,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1070490,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1070491,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1070933,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1070934,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1070935,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1070937,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1071006,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1071007,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1071048,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1071187,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1071188,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1071194,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1071427,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1071761,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1072045,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1072046,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1072471,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1072637,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1072638,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1072724,Fatal,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1072725,Fatal,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1072795,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1073144,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1073840,Fatal,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1073841,Fatal,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
1073991,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1074193,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1074194,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1074195,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1074206,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1074256,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1074257,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1074258,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1074451,Fatal,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
1074720,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1074730,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1074733,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1074906,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1074907,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1075567,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1075644,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1075808,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1075846,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1075920,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
1075929,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1075955,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1075956,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1076062,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1076265,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1076283,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1076286,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1076287,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
1076353,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1076354,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1076446,Fatal,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1076608,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1076724,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1076750,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1076821,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1076822,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1076858,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1076859,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1076860,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1076861,Fatal,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
1076887,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1076943,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
1076990,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1076991,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1076992,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1076993,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1076994,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1077076,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1077149,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
1077270,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1077271,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1077420,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1077421,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1077540,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1077580,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1077635,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1077636,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1077672,Fatal,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1077704,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1077705,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1077732,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1077954,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1077967,Fatal,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1078213,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1078214,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1078397,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1078398,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1078708,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1079044,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1079610,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1079611,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1079649,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1079650,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1079651,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1079652,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1079653,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1079654,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1079811,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1079812,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1079871,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1079872,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1079873,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1080032,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1080033,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1080034,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1080074,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1080126,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1080434,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1080464,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1080465,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1080466,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1081429,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1081430,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1081431,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1081814,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1081815,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1081906,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1082654,Fatal,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1082887,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1082888,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1083302,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1083303,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1083517,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1083518,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1083714,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1083717,Fatal,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1083718,Fatal,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1083918,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1083986,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1084192,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1084193,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1084194,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1084195,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1084447,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1084464,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1084465,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1084466,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1084705,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1084706,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1084954,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1085017,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1085151,Fatal,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1085587,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1085647,Fatal,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1085648,Fatal,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1085662,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1085663,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1086073,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1086484,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1086485,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1086486,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1086842,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1086843,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1086845,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1087110,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1087125,Fatal,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1087154,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1087164,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1087602,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1087603,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1087604,Fatal,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1087649,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1088154,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1088407,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1088758,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1088808,Fatal,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1088845,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1088914,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1088979,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1089093,Fatal,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1089095,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1089229,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
1089230,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1089311,Fatal,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1089349,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1089901,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1090397,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1090415,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1090416,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1090464,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1090537,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1090571,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
1090572,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1090939,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1090940,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1090941,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1091119,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
1091195,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1091196,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1091219,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
1091220,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
1091336,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1091407,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1091408,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1091409,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1091506,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1091538,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1091539,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1091721,Fatal,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1091736,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1091837,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1091838,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1091891,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1091892,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1091899,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
1091900,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1091936,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1091984,Fatal,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1092232,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
1092319,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1092320,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1092332,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1092640,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1092696,Fatal,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1092765,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1092766,Fatal,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1092912,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1092913,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
1093045,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1093046,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1093047,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1093069,Fatal,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1093124,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1093128,Fatal,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1093245,Fatal,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1093334,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1093335,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1093478,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1093479,Fatal,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1093812,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1093822,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1093823,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1093831,Fatal,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
