,Accident_Severity,light_Darkness - lights lit,light_Darkness - no lighting,light_Daylight,road_Dual carriageway,road_On/off ramp,road_One way street,road_Roundabout,road_Single carriageway,speed_Over 40 km/s,speed_Under 40 km/s,area_Rural,area_Urban,age_Adolescent,age_Adult,age_Senior,vehicle_Bike,vehicle_Car,vehicle_Goods,vehicle_Motorcycle
1547531,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1366241,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1222242,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
515518,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
565955,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1607703,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
557640,Serious,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
630236,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1423380,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1547142,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1420765,Serious,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
154561,Serious,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
752776,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
787812,Serious,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1677154,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
485911,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1551510,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1652787,Serious,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
184457,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1250032,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
804702,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1063232,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
476603,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1264678,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
67626,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
882477,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
669958,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
731394,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
450441,Serious,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
642693,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
421384,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1323307,Serious,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1406832,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1291678,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1326102,Serious,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
429015,Serious,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1555263,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
116498,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1481895,Serious,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1505314,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1648637,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1339997,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1675986,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1547640,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
509489,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
730075,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
582103,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
827766,Serious,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1597338,Serious,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1029176,Serious,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
1099148,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
499870,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
322738,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1514175,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
702179,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1134964,Serious,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
1273866,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
148773,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
53560,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
808029,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1619082,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
462958,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
952592,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1175398,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1419226,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
968572,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
428526,Serious,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
31871,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
102839,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
887952,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1455305,Serious,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1535337,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
14167,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
358457,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1387033,Serious,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
21595,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
321883,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
563064,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1336827,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1671671,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1027923,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
916630,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1219958,Serious,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
1445452,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1014178,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1587875,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
778668,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
371858,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
845892,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1243899,Serious,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
644547,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1425401,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
39195,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
870272,Serious,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
906242,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
523862,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
931965,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
753460,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
541194,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
307603,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1067673,Serious,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
513625,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1471326,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
859269,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1442250,Serious,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
297646,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1338731,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1319002,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
765477,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
100011,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
116401,Serious,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
1537456,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
1495129,Serious,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0
1005047,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
402170,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1577774,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1647840,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
375675,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
12205,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
49370,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
903792,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
434661,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1271427,Serious,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
1217516,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
916556,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
515703,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
897517,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1047989,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
887265,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
730462,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
171480,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
8503,Serious,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
421406,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1444891,Serious,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1207519,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1505257,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1089498,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
524020,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
84485,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
600884,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1606629,Serious,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
869405,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
888162,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
149843,Serious,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1620335,Serious,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
1656776,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
139500,Serious,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
1183189,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1568706,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
927400,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
377605,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
434564,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
999486,Serious,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0
873335,Serious,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
340762,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1562859,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
581884,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
522487,Serious,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
1518773,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
164147,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1216487,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1346534,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1164612,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
761261,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1364399,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
658120,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1282583,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
922909,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
293205,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
691238,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
175033,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
466930,Serious,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
334239,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
218215,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
552954,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
48201,Serious,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1136986,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
863757,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
960002,Serious,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1623814,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
878082,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
785869,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
398461,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
866460,Serious,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
1155576,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
143732,Serious,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
827819,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
97266,Serious,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
12761,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
94278,Serious,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
923020,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1176082,Serious,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
70322,Serious,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
948069,Serious,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
1057172,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
53559,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
33238,Serious,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
84064,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
457985,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
565149,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
159580,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
684871,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1372517,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1215264,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
713171,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1603355,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
62373,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1164451,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0
1400820,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
740198,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
798929,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
537904,Serious,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
1099534,Serious,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
110250,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
619693,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1010440,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
807285,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
755923,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1157434,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1610189,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1244483,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1399842,Serious,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
785757,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1642739,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1
1280346,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1423690,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
413864,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
364707,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
1305865,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
818908,Serious,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
572176,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
522460,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1647053,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
144050,Serious,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
1312369,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
733368,Serious,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
863501,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1432490,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
905554,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
278355,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
918750,Serious,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
1150814,Serious,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
963318,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
997620,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
238603,Serious,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
459977,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
423781,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
187459,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
702494,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
403982,Serious,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
649924,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
740734,Serious,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
937757,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1405642,Serious,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
1344044,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
588994,Serious,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1631641,Serious,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1666921,Serious,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
1581251,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
729262,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1233720,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1640224,Serious,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
1645451,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
1099147,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
190226,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
516566,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
1114382,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1581566,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
613568,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
1011540,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
784349,Serious,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
51247,Serious,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
1089760,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1239516,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1475068,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
968780,Serious,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1522853,Serious,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
300305,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1460629,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0
903500,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
334530,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
763563,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
419080,Serious,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1123400,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
787255,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1527067,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
778325,Serious,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
865731,Serious,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1086756,Serious,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
336857,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
1470022,Serious,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1354755,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
1614094,Serious,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
89802,Serious,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
1667154,Serious,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
1259983,Serious,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
698389,Serious,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
872916,Serious,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
1651229,Serious,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
8346,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
1498086,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
478477,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
889808,Serious,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
785008,Serious,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
